name,category,review.point,price,description
"glenfiddich 125th anniversary, 43%",Single Malt Scotch,81,109,"bottled for this auspicious occasion, this is a glenfiddich that confounds people’s expectations by being smoky, not from casks (à la caoran) but the distillate. fresh, with a nose that brings to mind eating apples and hazelnuts around a late summer bonfire; the smoke seems in charge. on the palate, the reverse happens, with the fruits being thrust forward and the smoke only emerging on the finish. it’s vibrant and needs water, and is a lot of fun. happy birthday! (travel retail and distillery shop exclusive)£70  "
"glenkinchie 12 year old, 43%",Single Malt Scotch,81,60,"like dalwhinnie, glenkinchie starts life as a (deliberately) sulfury new make, but this character falls away in time to reveal delicacy. as a 10 year old, that sulfur could still be hanging around — one reason for the switch to a 12 year age statement. the improvement is noticeable. here are gently lifted floral notes, hints of dry grass, and crisp pear. the feel is gentle and slow in the center, while vanilla creeps into the finish. not complex, but very pleasant."
"the glenlivet guardians single cask 18 year old, 55.7%",Single Malt Scotch,81,238,"a limited edition—there are only 630 bottles of this—for those who are “glenlivet guardians.” a sherry refill, it’s a gentle expression that has typical glenlivet floral elements that are more lifted than usual: elderflower cordial, jasmine, and night-scented stocks. a subtle spiciness emerges with a drop of water. this general smoothness continues on the palate with ginger in syrup and an enlivening citric note on the finish. "
"hart brothers (distilled at glenturret), 10 year old, 1991 vintage, 53.6% abv",Single Malt Scotch,81,63,"very fragrant and floral, with bright notes of citrus (lemons, orange) and fresh grass. similar on the palate, with additional notes of soft honeyed malt and vanilla. clean, fresh, appetizing finish. a nice aperitif or, better yet, a liquid sorbet between courses. 
"
"the macphail's collection (distilled at glenturret), 15 year old, 46%",Single Malt Scotch,81,55,"gently sweet, with toffee, nougat, and honey-glazed nuts, balanced by bright citrus and sultana. a soothing, unpretentious, malt i would save for after dinner. 
"
"highland park, cask #2310, 1991 vintage, 14 year old, 56.7%",Single Malt Scotch,81,80,"generally sweet notes of honeyed fruit, orange marmalade, dark chocolate, and salt water taffy. soft, gently briny finish. pleasing enough of a whisky -- with no miscues -- but missing the depth found in some of the older bottlings. (bottled for texas)"
"gordon & macphail (distilled at highland park), 12 year old, 1992 vintage, 58.1%",Single Malt Scotch,81,70,"medium-bodied but viscous in texture. clearly aged in a bourbon cask-there's plenty of honeyed malt and vanilla throughout. hints of bourbon even peek through occasionally, along with some subtle peat. soft melon mid-palate yields to dried spice, sea salt, bitter chocolate and herbal notes on the finish. fairly dry for a 12 year old-particularly on the finish. best served as an aperitif."
"inchmurrin 21 year old, 46%",Single Malt Scotch,81,138,"this is the oldest expression of inchmurrin to be released by loch lomond, who make it in their highly versatile distillery at
alexandria. brittle toffee and cod liver oil on the nose, with vanilla and a whiff of jaffa oranges. smooth and full on the palate, more substantial and sophisticated than the younger inchmurrin variants. the fruits are now more citric. lengthy and unctuous in the finish, with more citrus fruit, gentle spice, and a touch of oak. £90"
"inchmurrin madeira finish, 46%",Single Malt Scotch,81,80,"a soft, perfumed nose, with orchard fruits, vanilla, and a lightly spiced background. voluptuous and initially very sweet on the palate, with malt and almonds, then ginger and chili kick in. lively spices and fruit-and-nut chocolate continue through the lengthy and ultimately dry finish. £55"
"inchmurrin 12 year old, 46%",Single Malt Scotch,81,75,"soft and warm on the nose, with peaches in syrup, heather, hazelnut, and mild ginger. quite full and richly fruity on the palate: apricots and more peaches, plus stronger ginger and a hint of spicy oak. lingering in the sweet finish, with gentle spices."
"jura elixir, 40%",Single Malt Scotch,81,25,"jura elixir is exclusive to the sainsbury’s supermarket chain, and takes its name from the legend that the water of jura possesses life-prolonging qualities. elixir was finished in a mix of american white oak and ex-sherry casks.  the nose is mildly fungal, with caramel and sea salt. treacle toffee, ginger, and citrus fruits on the palate, which is ultimately slightly acrid. the finish is medium in length and spicy, with licorice. £16 (350 ml)"
"lagavulin cask #1716 (distilled 1998) feis ile 2012 bottling, 55.1%",Single Malt Scotch,81,133,"at first i wondered what was going on here. this lagavulin has more of the austerity typical of port ellen. there’s a tense minerality on the nose giving the impression of salty rock-pools and samphire. water makes it sweeter and oyster-like. there’s big delivery on the tongue, with masses of distillery character, but that tension remains to the saline finish. in a head-to-head with caol ila, the former wins hands down. £85	"
"murray mcdavid (distilled at littlemill), 1991 vintage, 16 year old, 46%",Single Malt Scotch,81,90,"rather soft whisky, with gently sweet notes of vanilla, marshmallow, and macaroon, with underlying tropical fruit, cut grass, and subtle spearmint. a feminine whisky to have with dessert -- or as dessert."
"longrow, gaja borolo finish, 7 year old, 55.8%",Single Malt Scotch,81,125,"grape candy, raisin, blueberries, vanilla malt, and lavender, with hints of lemon and spearmint. more aggressive campfire embers and damp earth burn underneath, along with some salt. a whisky that grows on you, and not bad for 7 years old.
"
"scott's selection (distilled at longmorn), 33 year old, 1971 vintage, 53.5%",Single Malt Scotch,81,170,"succulent, sappy, with plenty of oak. this whisky is quite fruity, with tangerine, lemon, and strawberries. it is balanced by fat barley, almonds and damp oak. it is not as polished and rounded as the gordon & macphail longmorn reviewed above. indeed, the fruity, damp oak notes can be quite dominant in this whisky. however, the whisky evolves constantly on the palate and there are some minty, spicy underlying notes which add intrigue. definitely save this one for after dinner. 
"
"scott's selection (distilled at old pulteney), 1977 vintage, 56.9%",Single Malt Scotch,81,135,"appetizingly briny and spicy, as would be expected from a pulteney-especially on the nose. the spice notes (cinnamon, licorice root, vanilla) are balanced with light caramel and toffee. quite dry, polished leather finish with suggestions of bourbon. while still enjoyable, i feel this would have been a better whisky if it were bottled 5-10 years ago. 
"
"signatory 'craigduff' (distilled at strathisla), 33 year old, 1973 vintage, 47.5%",Single Malt Scotch,81,300,"strathisla whisky produced from peaty water, to create a different variant of strathisla. the two dominant characteristics here are ripe fruit (berries, raisin, pineapple, citrus) and wood spices (cinnamon, clove, mint). the sherry cask and 33 years on oak have left their impact. the fruit and honeyed/toffee almond sweetness is to the fore with the dry spices kicking in later. they balance themselves out, but i wonder what this whisky tasted like fifteen years ago before the sherry and oak took the upper hand? 
"
"wemyss malts (distilled at aultmore) 20 year old 1982, 46%",Blended Malt Scotch Whisky,81,155,"aultmore is part of the dewar’s stable and another of speyside’s forgotten light brigade. here is a noseful of esters: bubblegum, pineapple, pink grapefruit, strawberries, and icing sugar. visions of “legally blonde” flash through the mind. the palate is equally energetic, though with little cask influence it’s a bit gawky and slightly green, especially with water, suggesting that another year wouldn’t have done it any harm. still, all very lovely.  £100"
"port askaig 12 year old, 45.8%",Single Malt Scotch,81,67,"a trio of new expressions of what has become an established islay brand. this one has a vibrant, edgy opening, almost like a burning lawnmower box, mixed with needed oiliness (gun oil), white tea, and, in time, the rather pleasant note of a cold fish supper. the palate is broad, and though light, the oils allow it to cling to the tongue as the salt, lime, and smoke all begin to build. a little hard, but pleasantly bracing.£44 "
"kilchoman 2006 vintage 5 year old, 46%",Single Malt Scotch,81,75,"it often takes time for a new distillery to find its feet, but kilchoman’s spirit was top quality from the first day. its limited-edition releases act as markers on a work in progress, but are precociously advanced for their tender years. this, the first 5 year old, leads with a note like wet rushes/wet dog (that’s good!) alongside lightly turfy smoke. the palate is sweet, smoked, and thick with allspice on the finish. a star is born."
