name,category,review.point,price,description,percent
"benriach 35 year old, 42.5%",Single Malt Scotch,83,690.0,a venerable bottling from its proprietor and there’s no doubt from the nose that you’re dealing with an ultramature whisky like going in to meet your aged grandfather who is sitting in his library surrounded by old books with a little sunlight filtering through the drapes in time there’s dried peach and envelope gum the palate is wooded and concentrated but it is dry and lacking in the required energy water stirs it into life but kills the flavor £450,42.5
"john mcdougall's selection distilled at bladnoch, 15 year old, 55.8%",Single Malt Scotch,83,110.0,"the only distilleryapproved bottling of bladnoch in the united states when compared to the gordon & macphail bottling above this one isn’t as sweet or creamy in texture there’s more citrus fruit and a drier spicier finish this one is also bolder and a bit more aggressive 
",55.8
"bowmore 'wine cask matured', 1992 vintage, 16 year old, 53.5%",Single Malt Scotch,83,120.0,"aged for six years in bourbon casks then aged an additional ten years in bordeaux wine casks classic bowmore peat smoke and red berried fruit raspberry strawberry are the main components of this whisky with additional notes of plum grape skin tannins currant caramel and marzipan good grip from the limousin oak wine casks some brine and damp cellar notes emerged occasionally with the smoke lingering long on the finish
",53.5
"signatory distilled at bowmore, 11 year old, 1999 vintage, 46%",Single Malt Scotch,83,55.0,aged in a used bourbon barrel rather soft for bowmore  especially for its age  with a gentle foundation of honey vanilla and malt interwoven notes of summer fruit coconut lime and gentle peat with teasing brine and smoke on the finish a straightforward unpretentious pleasant bowmore ,46.0
"bruichladdich 20 year old, 3rd edition, 46%",Single Malt Scotch,83,170.0,finished in madeira casks an interesting contrast to the 15 year old this one is more challenging than soothing and quite dry too  especially on the palate with dominant red fruit currant raspberry strawberry plum baked cinnamon apple polished leather bourbon almonds and just the hint of smoke and brine dry resinous finish an intense laddie,46.0
"bruichladdich 20 year old 'second edition', 46%",Single Malt Scotch,83,170.0,"a departure from the first edition of bruichladdich 20 year old and very glenmorangieesquegiven that it was aged for five weeks in mourvedre wine casks before being bottled the wine influence is evident both in appearance a pinkish hue its palate berry fruits and even its nickname ""flirtation"" it is quite a sweet bruichladdich with chewy toffee ripe berries background pit fruits and earthy/ resinous spicy notesespecially on the finish a bruichladdich fresh islay sea breeze character fights its way through but it is a struggle 
",46.0
"blackadder 'raw cask' distilled at bruichladdich, cask #841, 1986 vintage, 54.4%",Single Malt Scotch,83,180.0,"a very fruity “laddie” flowing with tangerine apricot pineapple and pear background notes of honey vanilla and a wisp of smoke the typical bruichladdich fresh appetizing brine notes are restrained emerging ever so subtly on the finish nicely rounded and clean throughout 
",54.4
"bruichladdich, 12 year old, 2nd edition, 46%",Single Malt Scotch,83,60.0,"a replacement to the original 10 year old which is now off the market a clean straightforward dram with a lightness and freshness which is very inviting notes of vanilla cream light caramel tropical fruit coconut pineapple clementine pear and a hint of currant appetizing subtly briny finish
",46.0
"bruichladdich, 12 year old, 46%",Single Malt Scotch,83,50.0,"finished in a rum cask gold with a greenish tinge notes of ripe barley demerara sugar toasted marshmallow and sultana with underlying vanilla and subtle brine emerging on the finish a pleasant easygoing laddie bottled for bayway world of liquor
",46.0
"bruichladdich links, torrey pine, 15 year old, 46%",Single Malt Scotch,83,85.0,"the 8th in a series of “links” releases this one’s further enhanced in chateau latour bordeaux casks bright fruity notes of red raspberry rhubarb and candy apple teasing fresh brine emerges occasionally along with citrus mango and vanilla a very perky whisky 
",46.0
"the whisky exchange elements of islay br2 distilled at bruichladdich, 49.3%",Single Malt Scotch,83,88.0,the second bottling from bruichladdich in this range shows the ‘traditional‘ side of a distillery that is famed for the variety of its expressions this in other words is bruichladdich in its sweet honeyed gentle guise partnered with american oak to produce a mashed banana character an unctuous palate and a light touch of almond on the finish lovely £55 500 ml,49.3
"bruichladdich micro provenance 2007 cask 14, 63.6%",Single Malt Scotch,83,117.0,the micro provenance series is bruichladdich’s webexclusive range of single cask bottlings this is made from barley grown on rockside farm now owned by kilchoman and has been aged in virgin oak the oak doesn’t dominate the nose allowing fresh cereal sweetness to develop along with an estery lift and some jasmine/meadowsweet florals the palate is where creamy vanilla and white chocolate show through fresh balanced and bottled at the right time 468 bottles £90,63.6
"berry bros. & rudd distilled at bunnahabhain 23 year old 1989, 46%",Single Malt Scotch,83,138.0,our second bunna’ this is pale of hue with a surprising hint of salinity alongside a whiff of lemon sherbet and an aroma like wet linen while a floury maltiness runs below age however has twisted the fruits into the verge of musty overripeness it’s explosive and spicy and even though this is only 46% it is hot water picks up the acidity before there’s a huge hit of warming ginger as the kissoff  £89,46.0
"bn6 elements of islay distilled at bunnahabhain, 56.9%",Single Malt Scotch,83,84.0,very chewy think of melting mars bars with a touch of coconut cream then redfruit acidity red cherry and lemon all very forward and sweet but with no alcohol when neat showing an active cask dilute there’s coconut pea shoots and banoffie pie the palate is thick with jaffa cake orange and chocolate then nutty granola it doesn’t take water too well quite fat £50/500 ml,56.9
"gordon & macphail distilled at caol ila, cask #00/3454, 15 year old, 1991 vintage, 46%",Single Malt Scotch,83,85.0,"one of a series of single cask winefinished caol ilas this one is finished in a claret bordeaux wine cask the claret adds some bright red fruit notes raspberry red currant and red licorice to accompany the smoke brine olive and vanillalaced malt i have tasted some claret/bordeaux woodfinished whiskies where the wine was too dominant but this one achieves a nice balance 
",46.0
"murray mcdavid distilled at caperdonich 1968, 46%",Single Malt Scotch,83,150.0,"style speyside single malt scotch color pale gold aroma surprisingly fresh and clean golden raisins lightly oaky malted barley palate beautifully balanced and clean layers of fruit interwoven through a richly malty foundation long and clean on the finish with a hint of dry oaky spiciness 
",46.0
"signatory 'un-chillfiltered' distilled at clynelish, 13 year old, 1991 vintage, 46%",Single Malt Scotch,83,45.0,"very pale in color suggesting it was aged in a used bourbon cask one nosing confirms it a fairly light fresh and appetizing whisky with notes of brine mustard seed and delicate honeyed vanilla slightly oily in texture seaweed with suggestions of ginger and bourbon on the finish an aperitif whisky or with sushi perhaps? bottled exclusively for binny’s beverage depot 
",46.0
